PROVINCE,DISTRICT,HI04,Cluster,HI05,HH_WT,C_hhweight,TYPEHH,C003,C012,C012_OTHER,C013,C013_OTHER,C018,C018_OTHER,C019,C019_OTHER,C033,C033_OTHER,C034,C034_OTHER,C037_FIRST,C037_SECOND,C037_OTHER,C042,C042_OTHER,C052,C052_OTHER,C057,C057_OTHER,C058,C058_OTHER,C060,C060_OTHER,C074,C074_OTHER,C075,C075_OTHER,C088A,C088B,C088C,C088D,C088E,C088_OTHER,C091,C091_OTHER,C092,C092_OTHER,C102_FIRST,C102_SECOND,C102_OTHER,C108A,C108B,C108C,C108D,C108_OTHER,C114,C114_OTHER,C115,C115_OTHER,C122_FIRST,C122_SECOND,C122_OTHER,C126,C126_OTHER,C164_7,C168,C168_OTHER,C170_8,C170_OTHER,C003_OTHER,C001,C002,C004,C005,C006,C007,C008,C009,C010,C011,C014,C015,C016,C017,C020,C021,C022,C023,C024,C025,C026,C027A,C027B,C027C,C027D,C027E,C027F,C027G,C027H,C027I,C027J,C027K,C027L,C027M,C028A,C029A,C030A,C031A,C032A,C032A_UNITY,C028B,C029B,C030B,C031B,C032B,C032B_UNITY,C035,C036,C038,C039,C040,C041,C043,C044,C045,C046,C047,C048,C049,C050,C051,C053,C054,C055,C056,C059,C061,C062,C063,C064,C065,C066,C067,C068A,C068B,C068C,C068D,C068E,C068F,C068G,C068H,C068I,C068J,C068K,C068L,C068M,C069C,C070C,C071C,C072C,C073C,C073C_UNITY,C069D,C070D,C071D,C072D,C073D,C073D_UNITY,C076,C077,C078_FIRST,C078_SECOND,C078_OTHER,C079,C080,C081,C082,C083,C084,C085,C086A,C086B,C086C,C086D,C086E,C086F,C086G,C086H,C086I,C086J,C086K,C086L,C086M,C087,C089,C090,C093,C094,C095,C096,C097,C098,C099,C100,C100_UNITY,C101,C103,C104,C105,C106,C107A,C107B,C107C,C107D,C107E,C107F,C107G,C107H,C107I,C107J,C107K,C107L,C107M,C107N,C109,C110,C111,C112,C113,C116,C117,C118,C119,C120,C121,C123,C124,C125,C127,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164_1,C164_2,C164_3,C164_4,C164_5,C164_6,C164_8,C164_OTHER,C165,C166,C167,C169,C170_1,C170_2,C170_3,C170_4,C170_5,C170_6,C170_7,C171,C172,C173,C174,C175,C176,C177
Northern Province,Musanze,Urban,217,11,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Bi-weekly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,23,30000,Internal wiring,10000,1,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,18000,Yes,,,,,,,,,,,,,,,,,,,,No,24,3,2,5,Hours,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Northern Province,Musanze,Urban,217,12,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Cash,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,15,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,No,,Respondent has energy bill and shows it,Yego,,5000,45,5000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,3,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,No
Northern Province,Musanze,Urban,217,13,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Monthly,,"Other, specify",Pay with phone,Cash,,Mobile phone light,,No back-up source,,Unpredictable interruptions,Supply shortage/not enough hours of electricity,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,5,56000,Ready-board,48000,7,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,3000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,3,30,Minutes,0,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,217,14,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Bi-weekly,,Pay based on lights and appliances used,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,20,50000,Internal wiring,20000,1,1,Yes,Yes,Yes,4,Respondent does not have an energy bill,,,,,8000,Yes,,,,,,,,,,,,,,,,,,,,No,22,3,3,5,Hours,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,No
Northern Province,Musanze,Urban,217,15,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,30,50000,Internal wiring,30000,30,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,No,,,,,,,,,,,,,Yes,No,24,4,1,10,Minutes,No,24,4,1,10,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Northern Province,Musanze,Urban,217,16,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,56000,Internal wiring,250,1,2,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1500,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,Yes
Northern Province,Musanze,Urban,217,17,78.15324999999999,64.73001916258075,Ordinary HH,,Landlord,,Monthly,,Fixed monthly fee,,Cash,,Mobile phone light,,No back-up source,,Unpredictable interruptions,Supply shortage/not enough hours of electricity,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,35,30000,Ready-board,20000,3,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,5000,Yes,,,,,,,,,,,,,,,,,,,,No,21,3,3,30,Minutes,0,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,217,18,78.15324999999999,64.73001916258075,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,04,Yes,,,9,100000,Internal wiring,25000,5,2,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,1,5,Minutes,No assistance requested,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,5,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,1,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,20,56000,Both,100000,30,6,Yes,Yes,No,,Respondent does not have an energy bill,,,,,5000,No,,Yes,Yes,Yes,Yes,,,,,,,,,No,20,3,6,20,Minutes,No,20,3,1,20,Minutes,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,5,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,2,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Cash,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,16,70000,Internal wiring,45000,30,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2600,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,60,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,No,Yes,,,No
Northern Province,Musanze,Urban,218,3,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Cash,,Mobile phone light,,No back-up source,,Unpredictable interruptions,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,14,70000,Internal wiring,30000,3,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Minutes,0,Yes,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,4,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,22,100000,Internal wiring,30000,5,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,3,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,5,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,2,56000,Internal wiring,150000,1,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,50000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,2,15,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,6,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,12,10000,Internal wiring,10000,1,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2500,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,2,15,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Northern Province,Musanze,Urban,218,7,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,40,15000,Internal wiring,5000,6,2,Yes,Yes,No,,Respondent has energy bill and shows it,Yego,,10000,183,10000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,1,5,Hours,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,8,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,12,Household was already connected,,,,,Yes,Yes,No,,Respondent has energy bill and shows it,Yego,,80000,45,8000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,2,5,Minutes,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,9,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,22,100000,Internal wiring,25000,3,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Northern Province,Musanze,Urban,218,10,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,11,11000,Internal wiring,68000,24,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,15000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Minutes,No assistance requested,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,11,151.1942,178.0754390960007,Ordinary HH,,Energy company,,"Other, specify",After 2 months,Pay based on lights and appliances used,,Credits using mobile money,,Dry-cell batteries/Rechargeable torch,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,03,Yes,,,22,100000,Internal wiring,25000,2,1,Yes,Yes,Yes,3,Respondent does not have an energy bill,,,,,15000,No,,,,,,,,,,,,,Yes,Yes,24,4,1,5,Minutes,No,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,12,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,20,56000,Internal wiring,140000,1,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,7000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,2,20,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,No
Northern Province,Musanze,Urban,218,13,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Bi-weekly,,Pay based on lights and appliances used,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,14,120000,Internal wiring,10000,1,1,Yes,Yes,Yes,2,Respondent has energy bill but refuses to show it or could not locate it,,,,,7000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,3,5,Minutes,No assistance requested,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,14,12.095536,11.88216948058598,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,1,No,No,1,800,No
Northern Province,Musanze,Urban,218,16,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,7,180000,Internal wiring,153000,20,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,25000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Hours,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,17,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,40,15000,Internal wiring,5000,30,3,Yes,Yes,No,,Respondent does not have an energy bill,,,,,15000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,1,15,Hours,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,5,Yes,Yes,,,Yes
Northern Province,Musanze,Urban,218,18,151.1942,178.0754390960007,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,6,30000,Ready-board,36000,30,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,5000,Yes,,,,,,,,,,,,,,,,,,,,No,20,4,6,20,Minutes,0,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Northern Province,Musanze,Rural,219,1,1401.212,1368.629736433669,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,03,No,Don?t expect to get grid connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,3,Yes,No,3,2400,Yes
Northern Province,Musanze,Rural,219,2,1401.212,1368.629736433669,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t expect to get grid connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,1,No,No,1,1000,No
Northern Province,Musanze,Rural,219,3,1401.212,1368.629736433669,Ordinary HH,Grid is too far from household/not available,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,0,,,,,
